0.000000 9999.000000 0.000000 1.000000 0.000000
0.120120 9998.892534 0.107015 0.988509 0.011942
0.240240 9998.786255 0.211951 0.978042 0.023752
0.360360 9998.681055 0.314935 0.968568 0.035442
0.480480 9998.576828 0.416087 0.960060 0.047025
0.600601 9998.473470 0.515527 0.952492 0.058511
0.720721 9998.370882 0.613368 0.945839 0.069911
0.840841 9998.268966 0.709721 0.940076 0.081237
0.960961 9998.167626 0.804693 0.935182 0.092499
1.081081 9998.066771 0.898387 0.931135 0.103707
1.201201 9997.966309 0.990905 0.927914 0.114872
1.321321 9997.866152 1.082345 0.925500 0.126003
1.441441 9997.766215 1.172800 0.923875 0.137109
1.561562 9997.666412 1.262364 0.923022 0.148201
1.681682 9997.566662 1.351127 0.922924 0.159287
1.801802 9997.466883 1.439174 0.923567 0.170376
1.921922 9997.366996 1.526592 0.924934 0.181478
2.042042 9997.266924 1.613462 0.927014 0.192600
2.162162 9997.166590 1.699865 0.929793 0.203751
2.282282 9997.065920 1.785881 0.933259 0.214940
2.402402 9996.964840 1.871584 0.937401 0.226175
2.522523 9996.863276 1.957051 0.942210 0.237463
2.642643 9996.761159 2.042354 0.947674 0.248813
2.762763 9996.658417 2.127565 0.953786 0.260232
2.882883 9996.554981 2.212754 0.960537 0.271729
3.003003 9996.450782 2.297988 0.967919 0.283311
3.123123 9996.345753 2.383336 0.975926 0.294985
3.243243 9996.239826 2.468864 0.984551 0.306759
3.363363 9996.132935 2.554635 0.993790 0.318640
3.483483 9996.025014 2.640714 1.003636 0.330636
3.603604 9995.915997 2.727164 1.014085 0.342754
3.723724 9995.805820 2.814045 1.025134 0.355001
3.843844 9995.694418 2.901418 1.036780 0.367384
3.963964 9995.581726 2.989344 1.049019 0.379911
4.084084 9995.467682 3.077881 1.061849 0.392588
4.204204 9995.352220 3.167088 1.075268 0.405423
4.324324 9995.235278 3.257022 1.089276 0.418423
4.444444 9995.116792 3.347741 1.103872 0.431595
4.564565 9994.996699 3.439301 1.119055 0.444945
4.684685 9994.874934 3.531759 1.134826 0.458481
4.804805 9994.751435 3.625169 1.151186 0.472210
4.924925 9994.626139 3.719587 1.168134 0.486140
5.045045 9994.498980 3.815069 1.185674 0.500276
5.165165 9994.369896 3.911669 1.203808 0.514627
5.285285 9994.238823 4.009442 1.222537 0.529199
5.405405 9994.105695 4.108441 1.241865 0.543999
5.525526 9993.970448 4.208722 1.261794 0.559036
5.645646 9993.833017 4.310338 1.282330 0.574315
5.765766 9993.693336 4.413344 1.303475 0.589845
5.885886 9993.551340 4.517793 1.325235 0.605632
6.006006 9993.406962 4.623739 1.347614 0.621685
6.126126 9993.260134 4.731238 1.370618 0.638010
6.246246 9993.110789 4.840343 1.394253 0.654615
6.366366 9992.958858 4.951110 1.418524 0.671508
6.486486 9992.804274 5.063592 1.443438 0.688696
6.606607 9992.646965 5.177845 1.469003 0.706188
6.726727 9992.486861 5.293924 1.495224 0.723990
6.846847 9992.323892 5.411885 1.522111 0.742112
6.966967 9992.157985 5.531785 1.549671 0.760560
7.087087 9991.989066 5.653678 1.577912 0.779344
7.207207 9991.817063 5.777623 1.606843 0.798471
7.327327 9991.641900 5.903677 1.636473 0.817949
7.447447 9991.463501 6.031898 1.666812 0.837788
7.567568 9991.281790 6.162344 1.697870 0.857996
7.687688 9991.096688 6.295074 1.729657 0.878581
7.807808 9990.908116 6.430148 1.762184 0.899552
7.927928 9990.715995 6.567626 1.795461 0.920919
8.048048 9990.520242 6.707569 1.829500 0.942689
8.168168 9990.320775 6.850039 1.864313 0.964874
8.288288 9990.117509 6.995099 1.899912 0.987481
8.408408 9989.910360 7.142811 1.936309 1.010520
8.528529 9989.699241 7.293240 1.973517 1.034002
8.648649 9989.484064 7.446450 2.011551 1.057935
8.768769 9989.264738 7.602509 2.050422 1.082331
8.888889 9989.041175 7.761481 2.090146 1.107198
9.009009 9988.813279 7.923436 2.130737 1.132548
9.129129 9988.580958 8.088442 2.172209 1.158391
9.249249 9988.344117 8.256568 2.214578 1.184737
9.369369 9988.102656 8.427886 2.257860 1.211597
9.489489 9987.856478 8.602467 2.302071 1.238983
9.609610 9987.605481 8.780385 2.347227 1.266906
9.729730 9987.349564 8.961714 2.393345 1.295377
9.849850 9987.088621 9.146528 2.440443 1.324408
9.969970 9986.822546 9.334906 2.488537 1.354010
10.090090 9986.551231 9.526924 2.537648 1.384197
10.210210 9986.274567 9.722663 2.587792 1.414979
10.330330 9985.992439 9.922202 2.638989 1.446370
10.450450 9985.704735 10.125623 2.691259 1.478382
10.570571 9985.411338 10.333011 2.744622 1.511029
10.690691 9985.112129 10.544450 2.799097 1.544324
10.810811 9984.806988 10.760025 2.854707 1.578279
10.930931 9984.495792 10.979826 2.911472 1.612910
11.051051 9984.178414 11.203941 2.969415 1.648229
11.171171 9983.854729 11.432462 3.028557 1.684252
11.291291 9983.524605 11.665481 3.088922 1.720992
11.411411 9983.187910 11.903092 3.150533 1.758465
11.531532 9982.844508 12.145392 3.213414 1.796686
11.651652 9982.494263 12.392478 3.277589 1.835670
11.771772 9982.137034 12.644451 3.343083 1.875432
11.891892 9981.772677 12.901411 3.409923 1.915989
12.012012 9981.401048 13.163462 3.478133 1.957358
12.132132 9981.021997 13.430709 3.547740 1.999554
12.252252 9980.635374 13.703259 3.618773 2.042594
12.372372 9980.241023 13.981222 3.691258 2.086497
12.492492 9979.838788 14.264710 3.765223 2.131279
12.612613 9979.428508 14.553835 3.840698 2.176959
12.732733 9979.010020 14.848712 3.917713 2.223554
12.852853 9978.583157 15.149461 3.996297 2.271084
12.972973 9978.147749 15.456201 4.076482 2.319568
13.093093 9977.703623 15.769054 4.158299 2.369024
13.213213 9977.250603 16.088144 4.241779 2.419474
